JP Name,EN Name,Chat Command,PSO2 File,PSO2 Hash,Reboot Human,Reboot Human Hash,Reboot Cast Male, Reboot Cast Male Hash,Reboot Cast Female,Reboot Cast Female Hash,Reboot Fig,Reboot Fig Hash,PSO2 VFX,PSO2 VFX Hash,Reboot VFX,Reboot VFX Hash,Gender (Blank usually follows previous)
看板もち,Hold Sign,signboard,actor/lobby_action/pl_la_187_signboard_m.ice,29f88dbb0b7c1b09790e0caa8bdf5f69,character/motion/lobby_action/pl_la_187_signboard_m_std.ice,f0\9af867701cbddac293e950ce708819,character/motion/lobby_action/pl_la_187_signboard_m_cam.ice,d1\b0e1276a6542627b1bebbd2c1e7a69,character/motion/lobby_action/pl_la_187_signboard_m_caf.ice,e9\67fe47bebc06bc03d1658640065418,character/motion/lobby_action/pl_la_187_signboard_m_base.ice,3e\5c78c7370412358be007e1c9aed0f4,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Male
看板もち,Hold Sign,,actor/lobby_action/pl_la_187_signboard_hsi1_m.ice,4ae04f02c27b9d620dd5e028e075b1ef,character/motion/lobby_action/pl_la_187_signboard_hsi1_m_std.ice,71\cc10dbbbe4348b763d370ee8f31c34,character/motion/lobby_action/pl_la_187_signboard_hsi1_m_cam.ice,80\28ea1b8add9e861d4fc5f5b1e08655,character/motion/lobby_action/pl_la_187_signboard_hsi1_m_caf.ice,e5\671deebb5ad056e0260eb9ef3dde39,character/motion/lobby_action/pl_la_187_signboard_hsi1_m_base.ice,a6\36a1acb5a0b02ee65fe61ad9003b44,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Male
看板もち,Hold Sign,,actor/lobby_action/pl_la_187_signboard_f.ice,608f4d5bf4370186a182e4ef5763c2c6,character/motion/lobby_action/pl_la_187_signboard_f_std.ice,2c\ddf682ece08fd840cdff39f55497cf,character/motion/lobby_action/pl_la_187_signboard_f_cam.ice,ec\644d300a6d5ec62aa7d2cc298e04f3,character/motion/lobby_action/pl_la_187_signboard_f_caf.ice,82\5c6cfc3d3193beb12fce2200f220b4,character/motion/lobby_action/pl_la_187_signboard_f_base.ice,1e\8ea15ee709faedd4a01524aba27a98,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Female
看板もち,Hold Sign,,actor/lobby_action/pl_la_187_signboard_hsi1_f.ice,2740e2d0dedd1d015a97ba14435edc6b,character/motion/lobby_action/pl_la_187_signboard_hsi1_f_std.ice,cb\76149be9f0c1585c9b41d6c2dd9355,character/motion/lobby_action/pl_la_187_signboard_hsi1_f_cam.ice,2d\eacb47e633d6971c61eb11d6eaf0d4,character/motion/lobby_action/pl_la_187_signboard_hsi1_f_caf.ice,46\015934999dd9820731e9a2c179316f,character/motion/lobby_action/pl_la_187_signboard_hsi1_f_base.ice,98\2975a9654f946917a207a84f789439,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Female
ヴィヴィアンダッシュ,Vivienne Dash,vivian,actor/lobby_action/pl_la_193_vivian_m.ice,a1ce6f2f72481fd9513f888929c5250a,character/motion/lobby_action/pl_la_193_vivian_m_std.ice,82\99f35ef35bcbe8fef1690127d60df9,character/motion/lobby_action/pl_la_193_vivian_m_cam.ice,a5\f21b52ff3f2835c78558f7a915176a,character/motion/lobby_action/pl_la_193_vivian_m_caf.ice,8b\eaf6c273b4e310fa281fae2b51473d,character/motion/lobby_action/pl_la_193_vivian_m_base.ice,6d\0d98d461901452f982f7b6834d29da,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Male
ヴィヴィアンダッシュ,Vivienne Dash,,actor/lobby_action/pl_la_193_vivian_hsi1_m.ice,fc7eaa0aaedd06d8608f3a8e5808253b,character/motion/lobby_action/pl_la_193_vivian_hsi1_m_std.ice,ab\09ef5653d1db52f95d37dd2bff0263,character/motion/lobby_action/pl_la_193_vivian_hsi1_m_cam.ice,42\63494c929bc2445881b8cb549ad684,character/motion/lobby_action/pl_la_193_vivian_hsi1_m_caf.ice,76\f5e659eaebe2ba2db8a5b337b25931,character/motion/lobby_action/pl_la_193_vivian_hsi1_m_base.ice,bb\2a294c8624b0bbb7702d2eff71916f,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Male
ヴィヴィアンダッシュ,Vivienne Dash,,actor/lobby_action/pl_la_193_vivian_hsi2_m.ice,aad245017bd541e46d9449b27d364120,character/motion/lobby_action/pl_la_193_vivian_hsi2_m_std.ice,38\40c9f07a8c114150cf912d8acc1763,character/motion/lobby_action/pl_la_193_vivian_hsi2_m_cam.ice,8d\ddc6d50f506a718730027875bc0a04,character/motion/lobby_action/pl_la_193_vivian_hsi2_m_caf.ice,b0\5bd6516b162770827240147cff2ac3,character/motion/lobby_action/pl_la_193_vivian_hsi2_m_base.ice,88\ed586a293da2bf5c63a02568c45500,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Male
ヴィヴィアンダッシュ,Vivienne Dash,,actor/lobby_action/pl_la_193_vivian_hsi3_m.ice,803468c95cb096852a90a7d8265f444d,character/motion/lobby_action/pl_la_193_vivian_hsi3_m_std.ice,97\6a624427d3aa046b13b99134ed1471,character/motion/lobby_action/pl_la_193_vivian_hsi3_m_cam.ice,28\132a37d950dc5d6fb887bbd0f2c6af,character/motion/lobby_action/pl_la_193_vivian_hsi3_m_caf.ice,45\3e7cfea36c5246ec8a12693dbf73e2,character/motion/lobby_action/pl_la_193_vivian_hsi3_m_base.ice,ea\fe075b9611cf23de3195b5010f7642,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Male
ヴィヴィアンダッシュ,Vivienne Dash,,actor/lobby_action/pl_la_193_vivian_hsi4_m.ice,09681c6f04b77f8a8a317beb30e3760f,character/motion/lobby_action/pl_la_193_vivian_hsi4_m_std.ice,21\497fd4e72a5d752fc43a6eab7d8d08,character/motion/lobby_action/pl_la_193_vivian_hsi4_m_cam.ice,3b\ec93e9c7768db47b53df77a53980e3,character/motion/lobby_action/pl_la_193_vivian_hsi4_m_caf.ice,e5\1b1981ab3991591972cc06b3449eef,character/motion/lobby_action/pl_la_193_vivian_hsi4_m_base.ice,aa\2cb58ad0d5567c7e08c4e9c3d278b4,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Male
ヴィヴィアンダッシュ,Vivienne Dash,,actor/lobby_action/pl_la_193_vivian_f.ice,8f4463a524e2be890de2cb0750e656c1,character/motion/lobby_action/pl_la_193_vivian_f_std.ice,68\e2f5f0d7a18afd19cd191a740733df,character/motion/lobby_action/pl_la_193_vivian_f_cam.ice,45\2f312b319bbd1d49a2f42a3592d5fc,character/motion/lobby_action/pl_la_193_vivian_f_caf.ice,98\1dc37f2c7eb8566e9a9cc3b5730eba,character/motion/lobby_action/pl_la_193_vivian_f_base.ice,03\d1ba50a7f05bf51c51142bddf06df3,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Female
ヴィヴィアンダッシュ,Vivienne Dash,,actor/lobby_action/pl_la_193_vivian_hsi1_f.ice,7d1597809fd6fdd094048cb302c5ed6d,character/motion/lobby_action/pl_la_193_vivian_hsi1_f_std.ice,fc\b62d7af27d253619430a8d778121d4,character/motion/lobby_action/pl_la_193_vivian_hsi1_f_cam.ice,7b\56a2749a4c72e31986cc0de5e61bda,character/motion/lobby_action/pl_la_193_vivian_hsi1_f_caf.ice,48\f019921a89a1634d8a57889e4804fa,character/motion/lobby_action/pl_la_193_vivian_hsi1_f_base.ice,7e\9ff24b7d4715484bf744210ceb178f,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Female
ヴィヴィアンダッシュ,Vivienne Dash,,actor/lobby_action/pl_la_193_vivian_hsi2_f.ice,4ce01424d630674f04b6959ed6124a5f,character/motion/lobby_action/pl_la_193_vivian_hsi2_f_std.ice,6d\4f5f4e918949826b7f2e6d334c909f,character/motion/lobby_action/pl_la_193_vivian_hsi2_f_cam.ice,03\261994dcdccc25025e478d8eeff3e7,character/motion/lobby_action/pl_la_193_vivian_hsi2_f_caf.ice,c5\dd394a099c0c8cf8b290c593814dd8,character/motion/lobby_action/pl_la_193_vivian_hsi2_f_base.ice,a3\5774d7983fe6579a26ba0da9e9670c,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Female
ヴィヴィアンダッシュ,Vivienne Dash,,actor/lobby_action/pl_la_193_vivian_hsi3_f.ice,0fb481fc0b33be08d113f90e086cf75d,character/motion/lobby_action/pl_la_193_vivian_hsi3_f_std.ice,00\0a319d1297d8b89fa207063e5441ae,character/motion/lobby_action/pl_la_193_vivian_hsi3_f_cam.ice,4a\bda4c6a26aa18ea2d7536f31565bfe,character/motion/lobby_action/pl_la_193_vivian_hsi3_f_caf.ice,62\80dff0fb46ddaadb6bf6c768a279e6,character/motion/lobby_action/pl_la_193_vivian_hsi3_f_base.ice,c9\ad5ae4fab1c3973d29db1bf2319817,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Female
ヴィヴィアンダッシュ,Vivienne Dash,,actor/lobby_action/pl_la_193_vivian_hsi4_f.ice,075331b984a7db8ab356d86006c2e278,character/motion/lobby_action/pl_la_193_vivian_hsi4_f_std.ice,fd\9a3463e926693a27671cfe99979434,character/motion/lobby_action/pl_la_193_vivian_hsi4_f_cam.ice,fd\6769dafdce71361bffafca50642e6e,character/motion/lobby_action/pl_la_193_vivian_hsi4_f_caf.ice,29\bc8e1312602629dcec54b4ee29d836,character/motion/lobby_action/pl_la_193_vivian_hsi4_f_base.ice,31\63daf2d433a722914a20352d906951,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Female
料理する,Cook,cooking,actor/lobby_action/pl_la_188_cooking_m.ice,c6c832b23ea12c32dcb15f59acaf6152,character/motion/lobby_action/pl_la_188_cooking_m_std.ice,50\8baf9bb594e818f6e2768bbc7f2258,character/motion/lobby_action/pl_la_188_cooking_m_cam.ice,7a\2375a58d9ff2b868d4d4aec2902f2e,character/motion/lobby_action/pl_la_188_cooking_m_caf.ice,bc\fcc60cf8ac84e6519156328c55d871,character/motion/lobby_action/pl_la_188_cooking_m_base.ice,46\8a957bf9c780209d77e1ea217bf4be,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Male
料理する,Cook,,actor/lobby_action/pl_la_188_cooking_hsi1_m.ice,470296791c4fa0e821aa15c6f707008c,character/motion/lobby_action/pl_la_188_cooking_hsi1_m_std.ice,65\4202f6f56c01e0c5000097bcb62faf,character/motion/lobby_action/pl_la_188_cooking_hsi1_m_cam.ice,8c\f72b98c4b251ba1098f34f912fed6a,character/motion/lobby_action/pl_la_188_cooking_hsi1_m_caf.ice,af\271cd0ccbdb6b35152713cc7de1220,character/motion/lobby_action/pl_la_188_cooking_hsi1_m_base.ice,34\bd57819808698d7d041280fb97d976,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Male
料理する,Cook,,actor/lobby_action/pl_la_188_cooking_f.ice,c254a3940bc0759a10ba3de49c8bd0ec,character/motion/lobby_action/pl_la_188_cooking_f_std.ice,5e\39a2c65733e7105fa993aeaf43adb0,character/motion/lobby_action/pl_la_188_cooking_f_cam.ice,4b\f2835bcbab80f22fb09386ba0a5bdc,character/motion/lobby_action/pl_la_188_cooking_f_caf.ice,ec\1e71ea234f74ffb59882bbe81ec2f7,character/motion/lobby_action/pl_la_188_cooking_f_base.ice,91\9497cd502e4f987eedc158db9ec133,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Female
料理する,Cook,,actor/lobby_action/pl_la_188_cooking_hsi1_f.ice,6074f0a76e5329a76c981e6bc3736484,character/motion/lobby_action/pl_la_188_cooking_hsi1_f_std.ice,58\9625c3734a5ebf6edc02b54e04cb68,character/motion/lobby_action/pl_la_188_cooking_hsi1_f_cam.ice,5a\dc9bd4bbe1206270d3cd22857bed62,character/motion/lobby_action/pl_la_188_cooking_hsi1_f_caf.ice,96\9f6d988044bc4ac7a1ed7d42579b92,character/motion/lobby_action/pl_la_188_cooking_hsi1_f_base.ice,2f\2c7675ee18d4eb7e39fc38ad579e4b,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Female
飛行形態,Flight Mode,flightform,actor/lobby_action/pl_la_189_flightform_m.ice,6f193a6a218892c299b7ebed6869b9ac,character/motion/lobby_action/pl_la_189_flightform_m_std.ice,fb\bca286dc60b1a14d6375ef3374f87f,character/motion/lobby_action/pl_la_189_flightform_m_cam.ice,26\891800248b169d5cd6cd712e6866cc,character/motion/lobby_action/pl_la_189_flightform_m_caf.ice,b4\cb2bd3a0db40046b249f1ddc6f2496,character/motion/lobby_action/pl_la_189_flightform_m_base.ice,00\3507655268e1659742dd2840ed19fb,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Male
飛行形態,Flight Mode,,actor/lobby_action/pl_la_189_flightform_hsi1_m.ice,0948143c62f9ca30d2cbd30b926d9bcc,character/motion/lobby_action/pl_la_189_flightform_hsi1_m_std.ice,0c\4772549e7faf7e1651b1f14e729556,character/motion/lobby_action/pl_la_189_flightform_hsi1_m_cam.ice,7d\883a63e5f39ccbb492c253e0db1d22,character/motion/lobby_action/pl_la_189_flightform_hsi1_m_caf.ice,79\2b2602726b4781aad4f897aa6ff837,character/motion/lobby_action/pl_la_189_flightform_hsi1_m_base.ice,6c\cd08834cca8bc9683e614d4d1e9517,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Male
飛行形態,Flight Mode,,actor/lobby_action/pl_la_189_flightform_hsi2_m.ice,a616c9ae83f5e73aadf4ddfbe08dfad9,character/motion/lobby_action/pl_la_189_flightform_hsi2_m_std.ice,7c\67b8ccc379014ad5f804dd1ac99297,character/motion/lobby_action/pl_la_189_flightform_hsi2_m_cam.ice,dc\d370b06eb3bb3f645eca03952a9833,character/motion/lobby_action/pl_la_189_flightform_hsi2_m_caf.ice,49\a25836d78ff92aa2fc58979609b932,character/motion/lobby_action/pl_la_189_flightform_hsi2_m_base.ice,7d\ad77214cf0245088f96e1bc4fe17fd,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Male
飛行形態,Flight Mode,,actor/lobby_action/pl_la_189_flightform_hsi3_m.ice,42742afb4881d817a9150ac68809b8fc,character/motion/lobby_action/pl_la_189_flightform_hsi3_m_std.ice,81\4c1061978787a5facba00076499685,character/motion/lobby_action/pl_la_189_flightform_hsi3_m_cam.ice,16\ca33326640f14916a6bf9709b5765f,character/motion/lobby_action/pl_la_189_flightform_hsi3_m_caf.ice,ca\27b58dacfc88b603c0d03af6a37c5a,character/motion/lobby_action/pl_la_189_flightform_hsi3_m_base.ice,53\5d69ae015929343f818de2edeee8cb,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Male
飛行形態,Flight Mode,,actor/lobby_action/pl_la_189_flightform_f.ice,78210d79d80721bbed16098f7cbd8480,character/motion/lobby_action/pl_la_189_flightform_f_std.ice,dc\f0112c567436a2193ea3abb933e2ab,character/motion/lobby_action/pl_la_189_flightform_f_cam.ice,a5\562889b651457e9f2f8c439bdbe8e1,character/motion/lobby_action/pl_la_189_flightform_f_caf.ice,c0\30d57f2b3dd698c405a9879fc5558d,character/motion/lobby_action/pl_la_189_flightform_f_base.ice,8c\df30b0baf674f1e57ebe85d55b474e,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Female
飛行形態,Flight Mode,,actor/lobby_action/pl_la_189_flightform_hsi1_f.ice,283d8d25c2773487099c0da5ccfe21e1,character/motion/lobby_action/pl_la_189_flightform_hsi1_f_std.ice,21\3674b13f3143b4056577c59c9f2ee0,character/motion/lobby_action/pl_la_189_flightform_hsi1_f_cam.ice,2e\2a52f3471e9939b5e8dd9fb499d174,character/motion/lobby_action/pl_la_189_flightform_hsi1_f_caf.ice,12\c103f3db8e7022cd3f16fc4afe90f7,character/motion/lobby_action/pl_la_189_flightform_hsi1_f_base.ice,41\019c8f68fae641eb7ee98052a47422,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Female
飛行形態,Flight Mode,,actor/lobby_action/pl_la_189_flightform_hsi2_f.ice,67be52c61ab884da1515316d7db0d79f,character/motion/lobby_action/pl_la_189_flightform_hsi2_f_std.ice,83\9161e179958d422ba7c16bbd8c5c0d,character/motion/lobby_action/pl_la_189_flightform_hsi2_f_cam.ice,6f\516d1b76d194ff5dcf4aafe026adbf,character/motion/lobby_action/pl_la_189_flightform_hsi2_f_caf.ice,0d\3e7a81754159a6c364a66db23cc9a0,character/motion/lobby_action/pl_la_189_flightform_hsi2_f_base.ice,fb\61b54dc43727a75e5fd52f18aa1edf,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Female
飛行形態,Flight Mode,,actor/lobby_action/pl_la_189_flightform_hsi3_f.ice,c9a9c145a992ecabf7eafedeaf74a845,character/motion/lobby_action/pl_la_189_flightform_hsi3_f_std.ice,90\5f28b71da28f5e4473adbf24d7de8f,character/motion/lobby_action/pl_la_189_flightform_hsi3_f_cam.ice,0b\fef198a69bdd423b6be461aeb6f372,character/motion/lobby_action/pl_la_189_flightform_hsi3_f_caf.ice,6d\123428bc57dc1795a730534c6c2dd1,character/motion/lobby_action/pl_la_189_flightform_hsi3_f_base.ice,95\ac42f269652cd383c18eb1df676cb4,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Female
どこでもお茶会,Impromptu Tea Party,teatime,actor/lobby_action/pl_la_221_teatime_m.ice,1670948bd190c86f9041488672a0b89f,character/motion/lobby_action/pl_la_221_teatime_m_std.ice,96\9eca76417143938231706369dfa7b7,character/motion/lobby_action/pl_la_221_teatime_m_cam.ice,00\265578e71a26df1ff3c8ecd4ec924e,character/motion/lobby_action/pl_la_221_teatime_m_caf.ice,00\b7e4e2a129005431b9620d47322bd0,character/motion/lobby_action/pl_la_221_teatime_m_base.ice,d1\9b6993463663adf4c1883baab77e1f,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Male
どこでもお茶会,Impromptu Tea Party,,actor/lobby_action/pl_la_221_teatime_f.ice,044775c57e50b4746872cb2ad113d7cb,character/motion/lobby_action/pl_la_221_teatime_f_std.ice,0b\43471bae7c54020e338e2582b25708,character/motion/lobby_action/pl_la_221_teatime_f_cam.ice,81\b06a56f4495d63f3f3bc3cebc2cf59,character/motion/lobby_action/pl_la_221_teatime_f_caf.ice,d8\bf2e7a107ae4e428bbd8b98f97c075,character/motion/lobby_action/pl_la_221_teatime_f_base.ice,ec\e2594714c314e96072fb5f110e9b46,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Female
ファミ通を読む,Read Famitsu,famitu,actor/lobby_action/pl_la_195_famitu_m.ice,6cc044dfd30807e54775f55d1726ec27,character/motion/lobby_action/pl_la_195_famitu_m_std.ice,,character/motion/lobby_action/pl_la_195_famitu_m_cam.ice,,character/motion/lobby_action/pl_la_195_famitu_m_caf.ice,,character/motion/lobby_action/pl_la_195_famitu_m_base.ice,,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Male
ファミ通を読む,Read Famitsu,,actor/lobby_action/pl_la_195_famitu_f.ice,439ba819b5ea73f7e8e94eed50e59d3a,character/motion/lobby_action/pl_la_195_famitu_f_std.ice,,character/motion/lobby_action/pl_la_195_famitu_f_cam.ice,,character/motion/lobby_action/pl_la_195_famitu_f_caf.ice,,character/motion/lobby_action/pl_la_195_famitu_f_base.ice,,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Female
重力操作,Gravity Control,gravitydaze,actor/lobby_action/pl_la_225_gravitydaze_m.ice,bb5d02e315f4a1ad367bacda9c826b6a,character/motion/lobby_action/pl_la_225_gravitydaze_m_std.ice,,character/motion/lobby_action/pl_la_225_gravitydaze_m_cam.ice,,character/motion/lobby_action/pl_la_225_gravitydaze_m_caf.ice,,character/motion/lobby_action/pl_la_225_gravitydaze_m_base.ice,,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Male
重力操作,Gravity Control,,actor/lobby_action/pl_la_225_gravitydaze_f.ice,5e6c56482320574e93d2fbfa15c794e9,character/motion/lobby_action/pl_la_225_gravitydaze_f_std.ice,,character/motion/lobby_action/pl_la_225_gravitydaze_f_cam.ice,,character/motion/lobby_action/pl_la_225_gravitydaze_f_caf.ice,,character/motion/lobby_action/pl_la_225_gravitydaze_f_base.ice,,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Female
エミリアポーズ,Emilia Pose,emilia,actor/lobby_action/pl_la_247_emiria_m.ice,b4311e6f54569ce59941a5fd4929d565,character/motion/lobby_action/pl_la_247_emiria_m_std.ice,61\3508ebb0126c68c547110316bdd205,character/motion/lobby_action/pl_la_247_emiria_m_cam.ice,a4\a5466466e1319898d1d3bf39766792,character/motion/lobby_action/pl_la_247_emiria_m_caf.ice,b0\18b6c34ac9f3285f51bb265fe86137,character/motion/lobby_action/pl_la_247_emiria_m_base.ice,c4\85d5e4c23c66a345da0d870dcc7063,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Male
エミリアポーズ,Emilia Pose,,actor/lobby_action/pl_la_247_emiria_f.ice,4ed6241eb56d29016b384dd8746187e6,character/motion/lobby_action/pl_la_247_emiria_f_std.ice,5b\be4f8901fe958f6b847b60db98d566,character/motion/lobby_action/pl_la_247_emiria_f_cam.ice,cc\307eb51ce48470ca437f6a5258bed2,character/motion/lobby_action/pl_la_247_emiria_f_caf.ice,d6\c41d210fb731522dc0e574e1b1e563,character/motion/lobby_action/pl_la_247_emiria_f_base.ice,44\acf2c8b3c2e11c8669bfcf7839a3fe,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Female
端末操作２,Operating Terminal 2,console2,actor/lobby_action/pl_la_167_console2_m.ice,91e5bd936502a340364fb46a842410e5,character/motion/lobby_action/pl_la_167_console2_m_std.ice,23\741f3665584ba04b25151898d49f2b,character/motion/lobby_action/pl_la_167_console2_m_cam.ice,be\e2e0652b3d974b1d77d133a15fd357,character/motion/lobby_action/pl_la_167_console2_m_caf.ice,7e\4de107913e454e2a8e110a0491de21,character/motion/lobby_action/pl_la_167_console2_m_base.ice,c9\4bb9df3e696cfa553738135f3e9f72,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Male
端末操作２,Operating Terminal 2,,actor/lobby_action/pl_la_167_console2_f.ice,36365fc197615857a02c62161c07df0d,character/motion/lobby_action/pl_la_167_console2_f_std.ice,01\cb9a77fc6070bd2eb61edb33f4b65f,character/motion/lobby_action/pl_la_167_console2_f_cam.ice,5d\de69b6257f90f88173841d29e92c6a,character/motion/lobby_action/pl_la_167_console2_f_caf.ice,55\c9cbfa95ef4e8a9a77c17828269d02,character/motion/lobby_action/pl_la_167_console2_f_base.ice,d4\0ba2785524ef3ec4eb9492f9df5019,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Female
手招く,Over Here!,beckon,actor/lobby_action/pl_la_248_beckon_m.ice,cd1f2ddcc15f23926fe5646bc41427c5,character/motion/lobby_action/pl_la_248_beckon_m_std.ice,48\230c15e0794ef3c40ad08fcd36f87a,character/motion/lobby_action/pl_la_248_beckon_m_cam.ice,47\e36fa206c59ab1e1f563377b093e8c,character/motion/lobby_action/pl_la_248_beckon_m_caf.ice,42\8aaf4da53e49bb7c0b55b23ac74388,character/motion/lobby_action/pl_la_248_beckon_m_base.ice,b0\d7eab2e5da21467ce910d33c330330,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Male
手招く,Over Here!,,actor/lobby_action/pl_la_248_beckon_f.ice,c8edf8028e36ee4ef72b296f27c5671c,character/motion/lobby_action/pl_la_248_beckon_f_std.ice,ff\013512d7a6a082827183176e01e355,character/motion/lobby_action/pl_la_248_beckon_f_cam.ice,93\ba9a043ef23c05a1f964f99e27eacb,character/motion/lobby_action/pl_la_248_beckon_f_caf.ice,ba\f40191ff2a1c17d0425f6dba388c4b,character/motion/lobby_action/pl_la_248_beckon_f_base.ice,84\5776241db29de77e4b669600d0fa20,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Female
雪遊び,Snow Fun,snowplay,actor/lobby_action/pl_la_243_snowplay_m.ice,ff4fd89296543b67fd7eb8212d821562,character/motion/lobby_action/pl_la_243_snowplay_m_std.ice,c2\ce93ad007a63ef593eafd1bebdcb45,character/motion/lobby_action/pl_la_243_snowplay_m_cam.ice,a4\febb23f94b4a3cecc35046ebca0c04,character/motion/lobby_action/pl_la_243_snowplay_m_caf.ice,9f\552c4b9f8fc4cca6243fa57c47d190,character/motion/lobby_action/pl_la_243_snowplay_m_base.ice,a5\21a8b8e91b3f84a04926218c929ccd,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Male
雪遊び,Snow Fun,,actor/lobby_action/pl_la_243_snowplay_hsi1_m.ice,24de5c88d96e23251ec95d5f9be78909,character/motion/lobby_action/pl_la_243_snowplay_hsi1_m_std.ice,b7\e444c9392915ee819fc609a627a762,character/motion/lobby_action/pl_la_243_snowplay_hsi1_m_cam.ice,b7\fe61b70a470158cdfde3eb248fdb13,character/motion/lobby_action/pl_la_243_snowplay_hsi1_m_caf.ice,54\d84aa751f1cb8ee15a8021d869c9b0,character/motion/lobby_action/pl_la_243_snowplay_hsi1_m_base.ice,3b\8f97d503968ef8861b9372d3cb9799,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Male
雪遊び,Snow Fun,,actor/lobby_action/pl_la_243_snowplay_f.ice,34bf834eb6560ddb1885d1d63c2e758f,character/motion/lobby_action/pl_la_243_snowplay_f_std.ice,b3\d6083b6200cf9fd3ae75fcde9ac547,character/motion/lobby_action/pl_la_243_snowplay_f_cam.ice,93\096dbb2a123ff42906b16adde5e300,character/motion/lobby_action/pl_la_243_snowplay_f_caf.ice,a8\5409223984c02b8d490c7ddb711a9f,character/motion/lobby_action/pl_la_243_snowplay_f_base.ice,6e\b442ec8e990f0ed22ad9f44c484feb,actor/lobby_action/,,character/motion/lobby_action/,8e70ab75b81851aa0bd4abdccd1848cc,Female
