Japanese Name,English Name,Id,Icon,Normal Quality,High Quality,Bone 1,Bone 2,Bone 3,Bone 4,Bone 5,Bone 6,Bone 7,Bone 8,Bone 9,Bone 10,Bone 11,Bone 12,Bone 13,Bone 14,Bone 15,Bone 16,Effect Name
ホワイトメイドキャップ,Maid Cap: White,5690,95f90cad1b96e1bc762f26d16c2635b9,6ca3ca16d2e1190982a7c93caf9e500a,,head,,,,,root,,,,,,,,,,,
ピンクメイドキャップ,Maid Cap: Pink,5691,0a17991e4aaab8da332987153e267bd0,4a3c016e72d755d94eda6c26ada596be,,head,,,,,root,,,,,,,,,,,
ブルーメイドキャップ,Maid Cap: Blue,5692,f13806c6f182ac5d32bc62bce4a79400,00a39405f69f99eb9081e22502f615a4,,head,,,,,root,,,,,,,,,,,
ピンクリボン,Pink Ribbon,5700,1c7faba1614d53ecbe06fd72d4008ce9,4e4192a70b4562deea47a7d79c33d6e8,,headtop_efhd,,,,,root,,,,,,,,,,,
ピンクサイドリボン,Pink Side Ribbon,5710,54f61be46f35fbae1186c8b10bb689e5,f5f286d243e4a342882bac181eafae01,,head,,,,,root,,,,,,,,,,,
パイレーツハット,Pirate's Hat,5720,b41a11cb459065667c5712516a0a688b,259a0eb3cc43599b4454c6b427d93191,,head,,,,,root,,,,,,,,,,,
キャプテンハット,Captain's Hat,5721,d410af42daeb6f97af482dedf90289fd,c02d4d041a4c3ff16f496f7e28105484,,head,,,,,root,,,,,,,,,,,
[Unnamed 5730],,5730,f448f28475eb667d67b1aed4975f2f2d,dccfc157a29f8b2eeff8425c4f11d04d,,head,,,,,root,,,,,,,,,,,
ミラセリアインカム,Miraseria Intercomm,5731,0521757c73cd722d0b1c62cac08f575e,baec71d9f096e2840d90f12736bb0161,,head,,,,,root,,,,,,,,,,,
[Unnamed 5732],,5732,a0612b89c8373f2c8b5d118274766058,72a4bf1939185f54d6eac31bd13b5b65,,head,,,,,root,,,,,,,,,,,
ホワイトリボン,White Ribbon,5740,abbe920a0deca5e0298538173ab87565,1ad3102d31936c3c7259f641fb1d18cc,,headtop_efhd,,,,,root,,,,,,,,,,,
ホワイトリボンＢ,Ribbon B: White,5741,a581acaa5c2e528ed184df3a41977ebd,f3ad6f74ecf1e388f85532dde523935d,,headtop_efhd,,,,,root,,,,,,,,,,,
ホワイトサイドリボン,White Side Ribbon,5750,f8d2e3811cae205ac23c87c8d93a145d,5382e887730db8f8419818eaaf70d9a2,,head,,,,,root,,,,,,,,,,,
ホワイトサイドリボンＢ,Side Ribbon B: White,5751,4d96a0ca055d93e8d764b6741f508f62,fb9d497d4a182c52533c91a8b8d29803,,head,,,,,root,,,,,,,,,,,
エグラッピーイヤリング,Egg Rappy Earrings,5760,e75da7113f21b1d424827d972c2ea343,af48004ba70be366ff95d6343988f163,,head2,head2,,,,root,pos_l,,,,,,,,,,
ピンクバタフライ,Pink Butterfly,5770,666e887d03ddcc0f1f1a0061b3e6663e,c33222a9358dcfcd0e56bbd9681c8790,,head,,,,,root,,,,,,,,,,,
ブルーバタフライ,Blue Butterfly,5771,4325ea2a273078d62de0f439127ef8aa,46e98a681e361203d55e728e975f4347,,head,,,,,root,,,,,,,,,,,
ホワイトバタフライ,White Butterfly,5772,cccc1063129eed48dd83abb4f29be95b,e5ba80700da872f78da3b124b4537b62,,head,,,,,root,,,,,,,,,,,
リーダーアンテナ,Leader Antenna,5780,d2da4d845515251197553235be297432,3e61df5b2134231da3ce541af9e8c13d,,headtop_efhd,,,,,root,,,,,,,,,,,
グリーンアイモニター,Green Eye Monitor,5790,a7eb83ba4d63b847d61bcd4cb3e04d4e,e9e6e64f41823694a76453dafb6bef73,,head2,nosebridge,,,,root,noseattach,,,,,,,,,,
レッドアイモニター,Red Eye Monitor,5791,35df6bf7b5079b7217be926cc48ba58e,868a9b88df7aff0cac78c9ddd15a504c,,head2,nosebridge,,,,root,noseattach,,,,,,,,,,
イエローアイモニター,Eye Monitor: Yellow,5792,58277847c85922fe36d80559f5e1e6ae,38d18dc521f13be96eb04d290b268458,,head2,nosebridge,,,,root,noseattach,,,,,,,,,,
ブルーアイモニター,Eye Monitor: Blue,5793,52245aba03f81520e284dc18bcb93df4,c01ae1092d4ee6a19012689346bff53b,,head2,nosebridge,,,,root,noseattach,,,,,,,,,,
アンティークモノクル,Antique Monocle,5800,13ea5488c3f5a30c2ae60cfa915f5d0d,3506cac6d6e1109869ea4c1a45fc05c3,,head2,nosebridge,,,,root,noseattach,,,,,,,,,,
ホワイトチェリーブレスＬ,White Cherry Bracelet L,5810,d1ebfd4e453932979da52181f71af330,b9a41752fa2b521ec084e72fe2932a34,,l_hand,,,,,root,,,,,,,,,,,
ホワイトチェリーブレスＲ,White Cherry Bracelet R,5811,5e877cb0cc15ccc2efe61239c31dd0fe,01e9adc51d9c8e7016b2d605474b1b5a,,r_hand,,,,,root,,,,,,,,,,,
ピンクチェリーブレスＬ,Pink Cherry Bracelet L,5812,d816b5fa701cccd9b030fee5271e5be7,a06257a7838107d50e0c091c8a821624,,l_hand,,,,,root,,,,,,,,,,,
ピンクチェリーブレスＲ,Pink Cherry Bracelet R,5813,0d8bd1f0c1f7cf04fe4e91197d7afd5a,4d2a28f4c3870980d0e6b5d18b14c72c,,r_hand,,,,,root,,,,,,,,,,,
ホワイトチェリーピアス,White Cherry Earring,5820,78bb5ebe24264a8ce8a5c910122bef4c,f302d42be638d17dd13b1ae7a16f9ade,,head2,head2,,,,root,pos_l,,,,,,,,,,
ピンクチェリーピアス,Pink Cherry Earring,5821,036772e8b52a804c87daa8c814341666,32dcedf89e4aad4b4e6cc5f9b655bca3,,head2,head2,,,,root,pos_l,,,,,,,,,,
ホワイトチェリーバレッタ,White Cherry Barrette,5830,c0dd47911395c6d84185dde6b91b8ba9,f8157216899fec244dc458a5327caf7c,,head,,,,,root,,,,,,,,,,,
ピンクチェリーバレッタ,Pink Cherry Barrette,5831,7d14f456f6045b3aa17cc2897c5e090e,eb96ddf65c3e803c9efe4ad821a5b4b5,,head,,,,,root,,,,,,,,,,,
姫かんざし,Princess Hairpin,5840,e7cc2dd4e4027e20295b3327dc811947,2d9a0703fc079fe71b1a5faee1b7509e,,head,,,,,root,,,,,,,,,,,
烏帽子,Bird Hat,5850,75acb91bba8e1c57123452e663c3971b,ee40a7aec4ef8b799c59e46e6c49e5f2,,head,,,,,root,,,,,,,,,,,
フラワーカチューシャＡ,Flower Headband A,5860,f98325e92f964899909356919b719224,c63772d541554d0c20f256d2d55abef6,,head,,,,,root,,,,,,,,,,,
フラワーカチューシャＢ,Flower Headband B,5861,2e112b17ab083c6d770c52930cfff881,2448dc4ae5c12c98483f817c2b3d42f1,,head,,,,,root,,,,,,,,,,,
イースターエッグキャップ,Easter Egg Cap,5870,cf943662f09d51056ef2662ef27768d2,4deec836ddbf44c25f74dc21b238af65,,head,,,,,root,,,,,,,,,,,
イースターエッグタイ,Easter Egg Tie,5880,fe221c88f4f61bce8d1b50cdc45c0a10,6430d5b65e9598ad6b7bc5e0dacb246c,,neck0,,,,,root,,,,,,,,,,,
グリーンパピヨンマスクＡ,Green Papillon Mask A,5890,444cf1c703c6020646547c55d0125c71,d71bc46caf1eead601fe1477ff733e17,,head2,nosebridge,,,,root,noseattach,,,,,,,,,,
ピンクパピヨンマスクＡ,Pink Papillon Mask A,5891,182d07200502ebc80cf62476a62b3525,f83ad7ca3882eb03063542b0c0769847,,head2,nosebridge,,,,root,noseattach,,,,,,,,,,
パピヨンマスクＡ,Papillon Mask A,5892,2a637de11c6e188b65f3eeda8db4ca1e,3f6e96af9b2bc239101a8cee41252def,,head2,nosebridge,,,,root,noseattach,,,,,,,,,,
グリーンパピヨンマスクＢ,Green Papillon Mask B,5893,211de1fa04326905d0970a45abe16e9f,d44521b6d825ccb36225b0bfabcd03c6,,head2,nosebridge,,,,root,noseattach,,,,,,,,,,
ピンクパピヨンマスクＢ,Pink Papillon Mask B,5894,6b2e3ae69e3143635a3884cf12c99193,91572a04ef17a20f4244f6d8775227a9,,head2,nosebridge,,,,root,noseattach,,,,,,,,,,
パピヨンマスクＢ,Papillon Mask B,5895,db12d3bfa2c715d04d59abcc238f7b20,c2553c408ca67a67a9fd2593d7280d8c,,head2,nosebridge,,,,root,noseattach,,,,,,,,,,
ゴールドアリエスホーン,Gold Aries Horns,5900,23f790858193cb28de47c07fc66d5118,7139a2e157f02de38ef53ad0f94087c3,,head,head,,,,root,pos_l,,,,,,,,,,
ブラックアリエスホーン,Black Aries Horns,5901,244f19e8115f8ca5e1833739df5047cb,ea3a95eca7342c4e1686a7e50ad95047,,head,head,,,,root,pos_l,,,,,,,,,,
ゴールドアリエスキャップ,Gold Aries Cap,5910,20d0c05037d1f13f556396574db73b30,687b52e41eadc805d04e41c0076a815b,,head,,,,,root,,,,,,,,,,,
ブラックアリエスキャップ,Black Aries Cap,5911,a2b1436a4388122e6c0c1bdd58f37e9f,2f460e3868f0c094b6cf7f8b3f94b1b8,,head,,,,,root,,,,,,,,,,,
ウィングバレッタ,Wing Barrettes,5920,542556f7cb16dab43e42d85fc30b0ce6,75be015b82142daa4ce2793e506d9626,,head,head,,,,root,pos_l,,,,,,,,,,
ブラックウィングバレッタ,Black Wing Barrettes,5921,168e870cd30c73dd6e82bf44e079fd31,4f991a54e71367b8c8f848cbcee7894b,,head,head,,,,root,pos_l,,,,,,,,,,
ネコ耳カチューシャ,Cat-Eared Hairband,5930,c43d25576d1069728b0d4dde3740cf35,cf85d2e9a12d7759f0201f50985d5b7b,,head,,,,,root,,,,,,,,,,,
ネコ耳カチューシャＢ,Cat Ears Headband B,5931,0c1033909c2b718c14d6b4b89721ca5f,39d8fd48a509411e246d49fabf050a27,,head,,,,,root,,,,,,,,,,,
うさ耳リボンＡ,Bunny-Eared Ribbon A,5940,ed076430eb868fe5c825293c26dbab16,1ac4d4886f1de2281401ca79e1aabea4,,head,,,,,root,,,,,,,,,,,
うさ耳リボンＢ,Bunny-Eared Ribbon B,5941,c762b72389b4efa88c426e785e79a738,6d40d58f18ddfbc2aaea4f5e54407496,,head,,,,,root,,,,,,,,,,,
うさ耳リボンＣ,Bunny-Eared Ribbon C,5942,9be7eed681888804c4c4ff9aef43578e,007d0c0d5629692153c6cad0e1719995,,head,,,,,root,,,,,,,,,,,
サイバーゴーグルＡ,Cyber Goggles A,5950,ea05841e7d283a33cb1758b914fd3f88,acb83cf6f17aefe52c32c2feff710a43,,head2,nosebridge,,,,root,noseattach,,,,,,,,,,
サイバーゴーグルＢ,Cyber Goggles B,5951,cd78f520425c21fbce420f6ca46d1212,f71a1006920c7272a12f7b4ee97c4578,,head2,nosebridge,,,,root,noseattach,,,,,,,,,,
マリーカチューシャ,Mary Hairband,5960,06563962fb7c83d1bead38315ee6ab31,a11e1a5fac07ec6608cbcd9657976f97,,head2,,,,,root,,,,,,,,,,,
武者兜,Samurai Helmet,5970,7dc0d9d6d7f2b792f27b479634cae094,05e7f46f4eac82360e14405396ee09bf,,head,,,,,root,,,,,,,,,,,
面頬,Facial Armor,5980,a4a16d772d6d3ae54cc5fb233070f199,3e6c586061ba7c28f13c968a8590b68d,,head2,nosebridge,,,,root,noseattach,,,,,,,,,,
タウラスヘッドギア,Taurus Headgear,5990,fbcf19beb9e12981be4edbd868dd6798,239af2be17fe9d121b7435e083e01bf0,,head2,,,,,root,,,,,,,,,,,
フェザーヘアピンＡ,Feather Hairpin A,6000,f162a70f29789767b4831946d32efe00,c8dd701cd9541dcdea0f168c934bbb42,,head2,,,,,root,,,,,,,,,,,
フェザーヘアピンＢ,Feather Hairpin B,6001,d267730fe4ceff174c799d6b40880f22,4f4bdd96aa5439683d1558e41ca45f6a,,head2,,,,,root,,,,,,,,,,,
ブラックフェザー,Black Feather,6010,b5a711d8c760b5746d198b2147e8e567,7af77426c09ea6988879742ab77ff03d,,head2,,,,,root,,,,,,,,,,,
フェザーコサージュ,Feather Corsage,6011,3c15d21ef3e7de89e522eeb081c611e9,5d265cc27f0049d9ebf4e2c323d70982,,head2,,,,,root,,,,,,,,,,,
ゴシックヘアアクセＡ,Gothic Hair Accessory A,6020,5b9e63300152c1b2935ac99a27057dcd,a6173f213c35083af6efceb54c178f4a,,head2,,,,,root,,,,,,,,,,,
ゴシックヘアアクセＢ,Gothic Hair Accessory B,6021,5a2137443c447a3474b1eff8da31d213,d02d40c27f97fda45b87e721d30ac495,,head2,,,,,root,,,,,,,,,,,
チェックハットＡ,Checkered Hat A,6030,2aa9c18570c86d2debdd446ed8927707,5006f4bcbfb2d54e504564d7c3366bac,,head,,,,,root,,,,,,,,,,,
チェックハットＢ,Checkered Hat B,6031,1ea390719b97c00de8186bbcb5f24ed5,e59cbf325fbde9587d3577a71bfd11fc,,head,,,,,root,,,,,,,,,,,
チェックハンチング帽,Checkered Hunting Hat,6040,cbba93154afbec97fbfb998bc3d799c8,5e141968a3ac8f5cb8a32991817f9144,,head,,,,,root,,,,,,,,,,,
目隠し,Blindfold,6050,e94084c667e7ca7bb0223742946db40e,95e8f927753d6fb3a905dfb1cf317b6b,,head2,,,,,root,,,,,,,,,,,
ヘッドタオル,Face Towel,6060,597b3b503fa00fa4aebacb6ae990c6f8,df1152fa064ccba29a4cc5a15e04e01d,,head2,,,,,root,,,,,,,,,,,
[Unnamed 6069],,6069,85d4a59ab918cbfebdd36d7b23c8e73d,1d36febc25de66db2d4ea85294861344,,head2,,,,,root,,,,,,,,,,,
パラボラアンテナ,Dish Antenna,6070,22f116826bd682aef12f93ad2d538637,ebe3049ec1f269237fd578906dd6a3cd,,head2,,,,,root,,,,,,,,,,,
鯉のぼり,Carp Streamer,6080,2dd519bd7ccc4051b45fd5866537dbd0,d98b22331cfdd09767d9c84bb744e45e,,spine2,,,,,root,,,,,,,,,,,
風雅学生帽,Refined School Cap,6090,de533646553339cc3c3f86d5e13996e0,0370e600cae18c560d7052e077f2f6a0,,head,,,,,root,,,,,,,,,,,
風雅学生帽Ｂ,Refined School Cap B,6091,eaf8d6273506daba9f23b4944bfe6a66,2626a756eec381d0d318b9707c1fd524,,headtop_efhd,,,,,root,,,,,,,,,,,
フラワークラウン,Flower Crown,6100,4d65c4eb1e645683503b72aaa0fb62c6,3daef62092157f4c6e00bbb310916ec4,,head2,,,,,root,,,,,,,,,,,
フラワーブローチ,Flower Brooch,6110,56aa5ba7d223e9d2907a51454772f62e,d717069eb3231a106e5b1097aeba95f3,,l_clavicle,,,,,root,,,,,,,,,,,
フラワーブローチＢ,Flower Brooch B,6111,18ff87ac7d0f743bc0c7d94b7d311faa,51d9e436f52e805b1411fc363ed89c84,,l_breast_top,,,,,root,,,,,,,,,,,
フラワーブローチＣ,Flower Broach C,6112,a044ad74b66ae9e4af1b15987bb00b10,a37568c2d25e46ae095b45f692ac46b4,,l_breast_top,,,,,root,,,,,,,,,,,
ウェディングミニクラウン,Mini Wedding Crown ,6120,8588f941e09f23e4578c297c984a6d60,04cd7d09e1d7eff88194d44c48006ebc,,head2,,,,,root,,,,,,,,,,,
テイルスのおめん,Tails Mask,6130,5be72d41531921c4986950d12cae3472,6e4f96cf363975b9c0bfa546aed0465b,,head2,nosebridge,,,,root,noseattach,,,,,,,,,,
テイルスのおめんＢ,Tails Mask B,6131,ccd763e4e7a8a32a39a8020f1afdab57,37ce70369269c1aefc58a9b55a427dc8,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
エッグマンのおめん,Eggman Mask,6140,92ae6ec27d80477282ce89b58cf7ec78,5cb2bc0ca6eb6a6936ca856e291c4f7e,,head2,nosebridge,,,,root,noseattach,,,,,,,,,,
ナックルズのおめん,Knuckles Mask,6150,ca4c32cd4b0edbc722571f368c2c3a47,f4efa8153e525328e29f8af79e82185b,,head2,nosebridge,,,,root,noseattach,,,,,,,,,,
ナックルズのおめんＢ,Knuckles Mask B,6151,33bcbb12ce514622d56021396ea9febf,c7d40845052c80ba4b8c78f2263e68c7,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
エミーのおめん,Amy Mask,6160,b0480aaa6b85d9630be37f0e749adfe6,3d4648b544a4d385eed024c6191a135e,,head2,nosebridge,,,,root,noseattach,,,,,,,,,,
エミーのおめんＢ,Amy Mask B,6161,40327b975e713ca572f2c1c3d1cb12cd,35b7edc1af9f87e021ea7282c7e61d60,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
チャオのおめん,Chao Mask,6170,920440bb286fdadefa7cd5085a926042,09153456a45cd5db838de37bdf525a2f,,head2,nosebridge,,,,root,noseattach,,,,,,,,,,
ロングリボンＡ,Long Ribbon A,6180,842c59cf4ed99e68eb39ca78d94cff5e,a27ee7058d02f99cdabd284d1f161627,,head2,head2,,,,root,pos_l,,,,,,,,,,
ロングリボンＢ,Long Ribbon B,6181,a3eec969f9a7831b771c507e085213e1,350efc25d6b8df1f52426e641e12ca47,,head2,head2,head2,,,root,pos_l,pos_r,,,,,,,,,
セーラーファーベレー,Fur Sailor Beret,6190,8414c1fc710b1f3530f9578386c08207,32a3d6049e08491fad42b7785764d10a,,head,,,,,root,,,,,,,,,,,
ヘッドナノトランサー,Cranial Nanotranser,6200,ad1a2592b95c764667a158355f502115,ec8cf18922e4f925271a763c766e6331,,head2,,,,,root,,,,,,,,,,,
[Unnamed 6209],,6209,d87e9b91ed1a86ec6e9897d7249a93b4,da972377f1c7aec6306d808c890dd0c8,,head2,,,,,root,,,,,,,,,,,
ジェミニイヤリング,Gemini Earrings,6210,a7954d7496d7ba09bf745a09a2b7d94c,3cba4c12debfc7192a228d6d350a3e70,,head2,head2,,,,root,pos_l,,,,,,,,,,
天女の羽衣,Heavenly Raiment,6220,d82c1fea028dfad4a82cba4f6e936068,2d91fe62044dbff290e774c250557be2,,spine2,,,,,root,,,,,,,,,,,
天女の羽衣Ｂ,Heavenly Raiment B,6221,ce374f81870f5d49a6d31d38ba8420ef,17fff1be7762a3be8cf78e606525bc81,,spine2,,,,,root,,,,,,,,,,,
レッドハートバレッタ,Red Heart Barrette,6230,582412e77b2565c8fedcb89bbf613ebe,a8bb50b7218a515b92c88625187486e4,,head2,,,,,root,,,,,,,,,,,
ピンクハートバレッタ,Pink Heart Barrette,6231,6e040454341aefa1b078ffe6455e0747,325b397ef0aa8a2c5f0bb28a96bef8ce,,head2,,,,,root,,,,,,,,,,,
ホワイトハートバレッタ,White Heart Barrette,6232,158a595f3df54aeb3608522413da42f3,63283bccc367082eec03b2059aaf36e4,,head2,,,,,root,,,,,,,,,,,
ねじりはちまき,Twisted Headband,6240,1b5360e263c54306479fbfdaa7d0ab62,a854fcfbf27176307c8454707844cb3a,,head2,,,,,root,,,,,,,,,,,
ツインヘッドコサージュ,Twin Head Corsage,6250,fbbafbf7d34595a8269f2377e25c44be,90d5363963c344cab83b05745422d373,,head2,head2,head2,,,root,pos_l,pos_r,,,,,,,,,
ツインヘッドコサージュＢ,Twin Head Corsage B,6251,a43b79bd04fc1d02a3e61d16b48a6d0c,a392cea69830bfa5957b6da9bcb6cd23,,head2,head2,head2,,,root,pos_l,pos_r,,,,,,,,,
リリーパフード,Lillipan Hood,6260,bf3284ae8e5dd8c7af50d0af72fe6e9d,ee06150cac3d4da94fc10d3cf3445f9c,,head,,,,,root,,,,,,,,,,,
ゴールドクレセント,Gold Crescent,6270,e0baf3e2642dbc159daa51aae91a2a13,a5fafedf7530574996c8c3c560579c13,,head2,nosebridge,,,,root,noseattach,,,,,,,,,,
クレセントヘッド,Crescent Head,6271,94a0bc1e5c378a047616bf6bdbffe37e,162d9731757ee7f2ac2361d53f2e3d1f,,head2,nosebridge,,,,root,noseattach,,,,,,,,,,
ゴールドクレセントＢ,Gold Crescent B,6272,9f8a2c43d0e94b78f04c19e00e15be7f,3b50a6fe4dc8f3fb2c7c3934a8785df7,,head2,nosebridge,,,,root,noseattach,,,,,,,,,,
クレセントヘッドＢ,Crescent Head B,6273,c3a846487e906afb0b3a22296dd5811c,63a0ce1185a0aa7fb2c970e03fe1f2b0,,head2,nosebridge,,,,root,noseattach,,,,,,,,,,
ヒーローマフラー,Hero Scarf,6280,ea3eab34165175af3d379abe4990f7cb,e2b333238abefdb823b57c7ffcef2877,,neck0,neck0,,,,root,ac_neck0,,,,,,,,,,
ワイルドマフラー,Wild Scarf,6281,1bb3375ed18c53a1c3096ec8b8991fce,a59e1db8150ce10661f28b7863870178,,neck0,neck0,,,,root,ac_neck0,,,,,,,,,,
ヒーローマフラーＢ,Hero Scarf B,6282,446f11d7d6441ddf6ff6f5230801c53b,783c8bdd86398128f365daa7106e6756,,neck0,neck0,,,,root,ac_neck0,,,,,,,,,,
ワイルドマフラーＢ,Wild Scarf B,6283,109a30be201ba98a172e29279faea679,c288c71fe16d3c769f7ede0e0bd168f7,,neck0,neck0,,,,root,ac_neck0,,,,,,,,,,
シルクハット,Silk Hat,6290,0db90f35cd52d27b02f0292991f34fd9,335f7241dc73e7ebfb6db63faa472afd,,head2,,,,,root,,,,,,,,,,,
ミニシルクハット,Mini Silk Hat,6291,591bf8ba764c7f1bcc3b37e754efe86d,3f4701deb7e280523b568767014c7d0a,,headtop_efhd,,,,,root,,,,,,,,,,,
トライアングルクロス,Triangle Cross,6300,33270ed2c7e14989aaae1280c49a166b,7ba55dbfbd4e527f7ebb736e07a5ecce,,headtop_efhd,,,,,root,,,,,,,,,,,
麦わら帽子,Straw Hat,6310,210c1018de43c96124c7d035267912c5,877d514481f4c2df19025f5fcedd5ffe,,head,,,,,root,,,,,,,,,,,
リングピアス,Ring Earrings,6320,6beb7d4d1475a7a9dfbbf8359d023a0d,a6393281e6c0dfe08b9d767648d64837,,head2,head2,head2,,,root,pos_l,pos_r,,,,,,,,,
フライトゴーグル,Flight Goggles,6330,a7690ad660db97f19af62a3240a940ec,fb74fda494cf04984a43dccf8fe28f52,,head2,,,,,root,,,,,,,,,,,
天使の羽,Angel Feather,6340,102761283ff5df2df8e04a4eaa5ad623,9235ae2ea3c025cc00d04b11ac4eb634,,spine2,spine2,,,,root,pos_l,,,,,,,,,,
パプリカヘッド,Pepper Stem,6350,75a9ff4ce6441da6b6fe940d9ee08f01,7a565871c7faec78bc88097efdb8dfe9,,headtop_efhd,,,,,root,,,,,,,,,,,
天使の輪,Angel Halo,6360,83776eee60b93fae8e57d7d12f939c5b,5ae5ed370d121b795b5ffcccc84f3360,,headtop_efhd,,,,,root,,,,,,,,,,,
バレットベルト,Ammo Belt,6370,1fe4cfd7ec749f09550bbcbf366fad46,fe6915f62796687def2e9eb78432d1fe,,hip,,,,,root,,,,,,,,,,,
バレットベルトＢ,Ammo Belt B,6371,b93b3d1483f2af94ad3a36b08d347afe,3fc10e81df17665f848820ad3d1a7199,,hip,,,,,root,,,,,,,,,,,
サークレット,Circlet,6380,7b07c3930eb28c5c1d5e650f07e76d5c,8ccd09473df8569d94bda4263907ad93,,head2,,,,,root,,,,,,,,,,,
ブレードテイル,Blade Tail,6390,85c390b5e8ce16f9d69166a3cd5ee85a,2f8ab45022e46f18a2f466b76b49ad79,,hip,,,,,root,,,,,,,,,,,
ブレードテイルＢ,Blade Tail B,6391,54b0997d444257375dc420b89093c935,c9cf353d9351205a8e409bd2438c73c8,,hip,,,,,root,,,,,,,,,,,
ゴールドパール,Gold Pearl,6400,34d65fb184cb3076f77ce2e65e2612be,ce632c2ab791a80e45e4978737b9344f,,head2,,,,,root,,,,,,,,,,,
レッドパール,Red Pearl,6401,355dd734ff1db4ed1d3192af27265bb5,0690ec550ef2890c6f1798bc92f81ad3,,head2,,,,,root,,,,,,,,,,,
ホワイトパール,White Pearl,6402,e280e020c994aaf91c9a6728a5348209,4dfacdebfdd4d360cc89c9fd3bcd0ce9,,head2,,,,,root,,,,,,,,,,,
ツインパール,Twin Pearls,6403,d77972392d26d1626b036bd04a05bc9f,bd0c5a35808c10593f0c96128b872f0f,,head2,,,,,root,,,,,,,,,,,
スカルフェイス,Skull Face,6410,04cc015ccfbbb7e2d9a94bcb40913b5f,20997c656c235392f51d3633cb2c89f4,,head2,,,,,root,,,,,,,,,,,
ニードリル,Knee Drills,6420,b428ba3d64de923bfe6aadf0e551c11d,7b6ec7495a2bdd6e4498d0a62ea57be7,,hip,r_calf,l_calf,,,root,r_calf,l_calf,,,,,,,,,
ニードリルＢ,Knee Drills B,6421,2cd29710955311f59ab108767b4f2362,0e46a613e9d184b95b476f9833013856,,hip,r_calf,l_calf,,,root,r_calf,l_calf,,,,,,,,,
サードアイＡ,Third Eye A,6430,30b484c483f7ec5ec1af4ffcd5229998,fdedb3e5a0c88e997ba37feaa1c4f050,,head2,,,,,root,,,,,,,,,,,
サードアイＢ,Third Eye B,6431,244063c9dbf68fafe3d1bffc9c673622,5b1b9c5808af4bc8fa25e6d82ac16358,,head2,,,,,root,,,,,,,,,,,
ピンクスカーフ,Pink Scarf,6440,b1051e65242d49980dd5fb13cfeafb9e,e365a291d8e47885e4964bf20d2fadb0,,neck0,,,,,root,,,,,,,,,,,
ブルースカーフ,Blue Scarf,6441,ec2929ae400dd7b11797566ffc08e7e9,a0b0d67c86c0759dd585a72c25207315,,neck0,,,,,root,,,,,,,,,,,
ゴシックレースポーチ,Gothic Lace Pouch,6450,f54ebd84c2fc6ad0d2255376ec928c06,325fd0c406dccb9b00942828403a2328,,spine2,,,,,root,,,,,,,,,,,
オピュクスポーチ,Ophiuchus Pouch,6451,2e39e161f574babbe202188e6e3db9cd,1219e121811934f38ca2b7bc4b022d2c,,spine2,,,,,root,,,,,,,,,,,
ホワイトフラワーリストＲ,White Flower Wrist R,6460,c74163820269d251a09cf2412e0513ce,b0c0da44830215c9a10612bfc98af8ce,,r_hand,,,,,root,,,,,,,,,,,
ホワイトフラワーリストＬ,White Flower Wrist L,6461,efc348a1f2521f5e65f80832a879b0e2,e098c33c7608fb682dab567212d8a0c3,,l_hand,,,,,root,,,,,,,,,,,
ブラックフラワーリストＲ,Black Flower Wrist R,6462,c6726d59f5059b5725ea3cf2784fa248,f20f693273b33dc90a1bd3309e5c069d,,r_hand,,,,,root,,,,,,,,,,,
ブラックフラワーリストＬ,Black Flower Wrist L,6463,0bb39ad4bdba59320c1f89adc41f0cf2,cfb676522415c70852225b7451a2e357,,l_hand,,,,,root,,,,,,,,,,,
ピュアメイドブリム,Pure Maid Brim,6470,210ad244b6a0f6834729b3a6be042304,b105228eed7bff230831942a841f4306,,head,,,,,root,,,,,,,,,,,
ザムロードガーダー,Zamlord Guards,6480,a0a7784a23f1214510c085dadeb917fa,d15b14e35969cc2e39be57ee63283b82,,head,,,,,root,,,,,,,,,,,
ザムロードガーダー雪,Zamlord Guards: Snow,6481,7fab965c0615c4cec7716c7e9461ec29,a35327df890f2e674be532be9c15a950,,head,,,,,root,,,,,,,,,,,
ザムロードガーダー紅,Zamlord Guards: Ruby,6482,9c68eefba2927617fe91a63797c6260b,cad2a6a928cdd38906e0d654f8c982e6,,head,,,,,root,,,,,,,,,,,
ザムロードガーダー葉,Zamlord Guards: Leaf,6483,bbaaf9bbb375288872de0601ea250184,de13ec0e8339f243fdd34a717c43bdc9,,head,,,,,root,,,,,,,,,,,
ザムロードガーダー７１１,,6484,46999da37231ea5e3a24292526c514ce,58449ea30457bcc9f28e1e6773e76feb,,head,,,,,root,,,,,,,,,,,
ブラックスパイダーネスト,Black Spider Nest,6490,2b5f9660d75631d09e571024e7d6dbab,6092230bdc93741215d9102d608bebda,,head,,,,,root,,,,,,,,,,,
ホワイトスパイダーネスト,White Spider Nest,6491,49df021d614521edc043a9e903feda11,44d61b38cbeec7f101e877f9bb2f532b,,head,,,,,root,,,,,,,,,,,
シルバーパンジャ,Silver Panja,6500,51ba509834593e6bf6fb94bc453e5b4d,2a40cb1d3e4c2370471dd7693fbf14fb,,r_hand,,,,,root,,,,,,,,,,,
